all_skills
rpt
nosocomial pathogen
lead cause
acinetobacter baumannii
noninheritable drug
multiple drug
approve drug
gram negative nosocomial pathogen
member
bacterial strain
efflux pump
pseudomonas sp
antimicrobial resistance
noninheritable drug tolerant population
fda approve drug disulfiram
major determinant
antibacterial property
inappropriate disproportionate
negative nosocomial
inappropriate disproportionate use
staphylococcus aureus
global health problem
vivo efficacy
pathania lab
soft tissue infection
drug tolerant
care setting
resistant pathogen
multiple drug resistance
dwindle supply
tolerant population
soft tissue
disproportionate use
multiple drug resistant pathogen
fda approve
health care
drug disulfiram
valuable suggestion
global health
drug resistant
tissue infection
drug resistance
bacterial persister
health problem
health care setting
renewable fuel
cellulolytic enzyme
ghosh biochemical
biofuel production
cda production
promising approach
sanjoy ghosh
sanjoy ghosh biochemical engineering lab
pine needle
different initial
add product
initial step
second generation biofuel production
abundantly available
pharmaceutical food
conventional fossil
vasundhara jain
enzymatic treatment
microalgal biomass
cost pine
alternative
limitation
conventional fossil fuel
great concern
fossil fuel
aditi awasthi
second generation
value add
conventional fermentation
food industry
high value add product
lignocellulosic material
biochemical engineering
application
fermentation condition
chitin deacetylase
consequence
pharmaceutical food industry
engineering lab
generation biofuel
abundantly available low cost pine needle
different initial step
available low
high value
nutritional component
abundant wellbeing benefit
ethanol fermentation
beta lactamase inhibitor
health concern
recent emergence
significant global health concern
renin angiotensin aldosterone system
yeast lipid
alternative renewable
missense mutation
derive fermentable
resistant mdr
code region
damino acid
extensively drug
single cell
significant global
functional food
multidrug resistant mdr
essential healthy
marxianus
single cell oil
essential healthy nutritional component
extensively drug resistant xdr tuberculosis
carbonic anhydrase
resistant xdr
biomass derive fermentable sugar
lactamase inhibitor
renin angiotensin
cell oil
key therapeutic
central pathway
damino acid oxidase
family
vibrio cholerae
biomass derive
inhibitory potential
renewable source
healthy nutritional
beta lactamase
acid oxidase
abundant wellbeing
fermentable sugar
hallmark
angiotensin aldosterone
xdr tuberculosis
aldosterone system
wellbeing benefit
alternative renewable source
key therapeutic target
lifecycle
multidrug resistant
therapeutic target
potential target
binuclear metalloenzyme
potential therapeutic
ester bond
novel hydrolytic
prevalent cause
penicillin recognize
recognize protein
therapeutic intervention
potential therapeutic target
penicillin recognize protein
widespread bacterial
hydrolytic activity
novel hydrolytic activity
bacterial pathogen
widespread bacterial pathogen
ongoing
pandemic
senior padma
root architecture
underlie initiation
adventitious crown root
shri sreedharan
interesting idea
coleoptile base
mechanism underlie initiation
layer multilayer
employing nanofluid
image
layer thickness
conserve regulator
structural vibrational property
multilayer dimensional
tellurium te
harvesting device
mechanism underlie
structural vibrational
shri ram yadav
attention
ram yadav
vibrational property
dimensional tellurium
input
te nanoflake
rice root system
shri ram
rice root
managing director
biox centre
beneficial medium
energy harvesting device
work fluid
initial standardization
layer multilayer dimensional tellurium te nanoflake
cryptococcus neoformans
albicans candida specie
infectious disease
rise incidence
early neoformans dissemination
public health
invasive fungal
core shell
small animal facility
cell deficient
global infectious disease
albicans candida
invasive fungal infection
igm cell
transmit alphaviru
develop world
global infectious
mosquito transmit alphaviru
antibody immunity
systemic candidiasis
chitosan alginate
mosquito transmit
diabetes mellitus
increase
genus candida
candida specie
small animal
neoformans dissemination
animal facility
definitive role
balb mouse
major public health concern
animal
igm cell deficient mouse
alginate core
chitosan alginate core shell nanoparticle
major public
infection
severe illness
rifaximin
deficient mouse
chikungunya virus
early neoformans
energy resource
seat
deplete nonrenewable energy resource
indo gangetic
artificial intelligence
win win
construction worker
dit
nonrenewable energy
gp agrawal
win formula
hazardous condition
dehardun sachin goyal
food supply chain
sabbatical leave
indo gangetic plain
efficient teamwork
populous country
mechanical engineering
pende legal case
deplete nonrenewable
fog experiment
pende legal
need
celebrity endorsement
adoption
sachin goyal
dehardun sachin
legal case
crude oil
objective
win win formula
pec chandigarh
increase price
winter fog
food supply
gangetic plain
problem
round
winter fog experiment
image processing
public transport
edition
foundation
breast cancer
national conference
best paper
integrative analysis
computer technology
computing analytics
chairman
computer vision
paper award
multiple disease
best paper award
sahay
advance
constant support
sustainable transport
indian conference
tetragonal
ultimate source
emission setup
polycrystalline sample
network increase
indium dope
thin film
dr deshpande ugc dae csr
diffuse reflectance
raman spectromicroscopy
field emission setup
thermal image experiment
useful discussion
asymmetric raman line shape function
gel spin coating process
field emission
spectroscopy measurement
effect
thermal image
line shape
different dope
different dope concentration
dr ia
shape function
qualitative evolution
operation window
feature
wireless network
dae csr
sno thin
temperature dependent
temperature dependent diffuse reflectance spectroscopy measurement
spin coating
wireless network increase
energy management
ugc dae
undoped indium
dope sno
rajesh kumar
image experiment
dependent diffuse
ia palani
reflectance spectroscopy
coating process
sic facility
undoped indium dope sno thin film
raman line
lorentzian line
dope concentration
strategic energy management
dependent raman
asymmetric raman
dr deshpande
gel spin
temperature dependent raman spectromicroscopy
strategic energy
deshpande ugc
product
significant amount
lorentzian line shape
nanorod
dr ia palani
structural engineering
concrete infrastructure
weld rail
efficient combination
upadhyay
tensile resistance
structural engineering section
considerable longitudinal rail force
lengthy equation
bridge
design purpose
longitudinal rail
composite slab
structurally efficient combination
fe analysis
structurally efficient
shear strength
continuous weld rail
civil engineering department
civil engineering
akhil upadhyay
frp hat
rail force
continuous weld
optimum design
advantage
concrete composite
complex phenomenon
considerable longitudinal
engineering section
complex state
steel concrete
cwr track
buckle study
steel concrete composite slab
